The original input was: 5 (0 3 200 3) (0 9 500 2) (0 20 500 1) (100 1 100 3) (100 100 500 1) 
The (sorted) input is:  5 (0 3 200 3) (0 9 500 2) (0 20 500 1) (100 1 100 3) (100 100 500 1) 

This detailed printout gives the state and remaining burst for each process

Before cycle    0:   unstarted  0  unstarted  0  unstarted  0  unstarted  0  unstarted  0.
Before cycle   55:     blocked  1    blocked 12    running  1  unstarted  0  unstarted  0.
Before cycle   56:     running  2    blocked 11    blocked  3  unstarted  0  unstarted  0.
Before cycle   57:     running  1    blocked 10    blocked  2  unstarted  0  unstarted  0.
Before cycle   58:     blocked  6    blocked  9    blocked  1  unstarted  0  unstarted  0.
Before cycle   59:     blocked  5    blocked  8    running  2  unstarted  0  unstarted  0.
Before cycle   60:     blocked  4    blocked  7    running  1  unstarted  0  unstarted  0.
Before cycle   61:     blocked  3    blocked  6    running  2  unstarted  0  unstarted  0.
Before cycle   62:     blocked  2    blocked  5    running  1  unstarted  0  unstarted  0.
Before cycle   63:     blocked  1    blocked  4    running  2  unstarted  0  unstarted  0.
Before cycle   64:       ready  0    blocked  3    running  1  unstarted  0  unstarted  0.
Before cycle   65:     running  2    blocked  2      ready  0  unstarted  0  unstarted  0.
Before cycle   66:     running  1    blocked  1      ready  0  unstarted  0  unstarted  0.
Before cycle   67:     blocked  6      ready  0    running  2  unstarted  0  unstarted  0.
Before cycle   68:     blocked  5      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   69:     blocked  4    running  2      ready  0  unstarted  0  unstarted  0.
Before cycle   70:     blocked  3    running  1      ready  0  unstarted  0  unstarted  0.
Before cycle   71:     blocked  2      ready  0    running  2  unstarted  0  unstarted  0.
Before cycle   72:     blocked  1      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   73:       ready  0    running  2      ready  0  unstarted  0  unstarted  0.
Before cycle   74:       ready  0    running  1      ready  0  unstarted  0  unstarted  0.
Before cycle   75:     running  2      ready  0      ready  0  unstarted  0  unstarted  0.
Before cycle   76:     running  1      ready  0      ready  0  unstarted  0  unstarted  0.
Before cycle   77:     blocked  6      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   78:     blocked  5    running  2    blocked 11  unstarted  0  unstarted  0.
Before cycle   79:     blocked  4    running  1    blocked 10  unstarted  0  unstarted  0.
Before cycle   80:     blocked  3    blocked 12    blocked  9  unstarted  0  unstarted  0.
Before cycle   81:     blocked  2    blocked 11    blocked  8  unstarted  0  unstarted  0.
Before cycle   82:     blocked  1    blocked 10    blocked  7  unstarted  0  unstarted  0.
Before cycle   83:     running  1    blocked  9    blocked  6  unstarted  0  unstarted  0.
Before cycle   84:     blocked  3    blocked  8    blocked  5  unstarted  0  unstarted  0.
Before cycle   85:     blocked  2    blocked  7    blocked  4  unstarted  0  unstarted  0.
Before cycle   86:     blocked  1    blocked  6    blocked  3  unstarted  0  unstarted  0.
Before cycle   87:     running  1    blocked  5    blocked  2  unstarted  0  unstarted  0.
Before cycle   88:     blocked  3    blocked  4    blocked  1  unstarted  0  unstarted  0.
Before cycle   89:     blocked  2    blocked  3    running  2  unstarted  0  unstarted  0.
Before cycle   90:     blocked  1    blocked  2    running  1  unstarted  0  unstarted  0.
Before cycle   91:     running  2    blocked  1      ready  0  unstarted  0  unstarted  0.
Before cycle   92:     running  1      ready  0      ready  0  unstarted  0  unstarted  0.
Before cycle   93:     blocked  6      ready  0    running  2  unstarted  0  unstarted  0.
Before cycle   94:     blocked  5      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   95:     blocked  4    running  2      ready  0  unstarted  0  unstarted  0.
Before cycle   96:     blocked  3    running  1      ready  0  unstarted  0  unstarted  0.
Before cycle   97:     blocked  2      ready  0    running  2  unstarted  0  unstarted  0.
Before cycle   98:     blocked  1      ready  0    running  1  unstarted  0  unstarted  0.
Before cycle   99:       ready  0    running  2      ready  0  unstarted  0  unstarted  0.
Before cycle  100:       ready  0    running  1      ready  0  unstarted  0  unstarted  0.
Before cycle  101:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  102:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  103:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  104:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  105:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  106:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  107:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  108:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  109:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  110:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  111:     blocked  9      ready  0    running  2      ready  0      ready  0.
Before cycle  112:     blocked  8      ready  0    running  1      ready  0      ready  0.
Before cycle  113:     blocked  7    running  2      ready  0      ready  0      ready  0.
Before cycle  114:     blocked  6    running  1      ready  0      ready  0      ready  0.
Before cycle  115:     blocked  5      ready  0      ready  0      ready  0    running  2.
Before cycle  116:     blocked  4      ready  0      ready  0      ready  0    running  1.
Before cycle  117:     blocked  3      ready  0      ready  0    running  1      ready  0.
Before cycle  118:     blocked  2      ready  0    running  2    blocked  3      ready  0.
Before cycle  119:     blocked  1      ready  0    running  1    blocked  2      ready  0.
Before cycle  120:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  121:       ready  0    blocked 18      ready  0      ready  0    running  2.
Before cycle  122:       ready  0    blocked 17      ready  0      ready  0    running  1.
Before cycle  123:     running  2    blocked 16      ready  0      ready  0      ready  0.
Before cycle  124:     running  1    blocked 15      ready  0      ready  0      ready  0.
Before cycle  125:       ready  0    blocked 14    running  1      ready  0      ready  0.
Before cycle  126:       ready  0    blocked 13    blocked 13    running  1      ready  0.
Before cycle  127:       ready  0    blocked 12    blocked 12    blocked  3    running  2.
Before cycle  128:       ready  0    blocked 11    blocked 11    blocked  2    running  1.
Before cycle  129:     running  1    blocked 10    blocked 10    blocked  1      ready  0.
Before cycle  130:     blocked  9    blocked  9    blocked  9      ready  0    running  2.
Before cycle  131:     blocked  8    blocked  8    blocked  8      ready  0    running  1.
Before cycle  132:     blocked  7    blocked  7    blocked  7    running  1      ready  0.
Before cycle  133:     blocked  6    blocked  6    blocked  6    blocked  3    running  2.
Before cycle  134:     blocked  5    blocked  5    blocked  5    blocked  2    running  1.
Before cycle  135:     blocked  4    blocked  4    blocked  4    blocked  1    running  2.
Before cycle  136:     blocked  3    blocked  3    blocked  3      ready  0    running  1.
Before cycle  137:     blocked  2    blocked  2    blocked  2    running  1      ready  0.
Before cycle  138:     blocked  1    blocked  1    blocked  1    blocked  3    running  2.
Before cycle  139:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  140:     running  2      ready  0      ready  0    blocked  1      ready  0.
Before cycle  141:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  142:     blocked  6    running  2      ready  0      ready  0      ready  0.
Before cycle  143:     blocked  5    running  1      ready  0      ready  0      ready  0.
Before cycle  144:     blocked  4      ready  0    running  2      ready  0      ready  0.
Before cycle  145:     blocked  3      ready  0    running  1      ready  0      ready  0.
Before cycle  146:     blocked  2      ready  0      ready  0      ready  0    running  2.
Before cycle  147:     blocked  1      ready  0      ready  0      ready  0    running  1.
Before cycle  148:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  149:       ready  0    running  2      ready  0    blocked  3      ready  0.
Before cycle  150:       ready  0    running  1      ready  0    blocked  2      ready  0.
Before cycle  151:       ready  0      ready  0    running  1    blocked  1      ready  0.
Before cycle  152:     running  1      ready  0    blocked  3      ready  0      ready  0.
Before cycle  153:     blocked  3      ready  0    blocked  2      ready  0    running  2.
Before cycle  154:     blocked  2      ready  0    blocked  1      ready  0    running  1.
Before cycle  155:     blocked  1    running  2      ready  0      ready  0      ready  0.
Before cycle  156:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  157:       ready  0    blocked 12      ready  0    running  1      ready  0.
Before cycle  158:       ready  0    blocked 11    running  2    blocked  3      ready  0.
Before cycle  159:       ready  0    blocked 10    running  1    blocked  2      ready  0.
Before cycle  160:       ready  0    blocked  9      ready  0    blocked  1    running  2.
Before cycle  161:       ready  0    blocked  8      ready  0      ready  0    running  1.
Before cycle  162:     running  2    blocked  7      ready  0      ready  0      ready  0.
Before cycle  163:     running  1    blocked  6      ready  0      ready  0      ready  0.
Before cycle  164:     blocked  6    blocked  5    running  2      ready  0      ready  0.
Before cycle  165:     blocked  5    blocked  4    running  1      ready  0      ready  0.
Before cycle  166:     blocked  4    blocked  3      ready  0    running  1      ready  0.
Before cycle  167:     blocked  3    blocked  2      ready  0    blocked  3    running  2.
Before cycle  168:     blocked  2    blocked  1      ready  0    blocked  2    running  1.
Before cycle  169:     blocked  1      ready  0    running  2    blocked  1      ready  0.
Before cycle  170:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  171:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  172:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  173:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  174:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  175:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  176:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  177:     blocked  6      ready  0      ready  0    running  1      ready  0.
Before cycle  178:     blocked  5      ready  0    running  2    blocked  3      ready  0.
Before cycle  179:     blocked  4      ready  0    running  1    blocked  2      ready  0.
Before cycle  180:     blocked  3    running  2    blocked  8    blocked  1      ready  0.
Before cycle  181:     blocked  2    running  1    blocked  7      ready  0      ready  0.
Before cycle  182:     blocked  1      ready  0    blocked  6      ready  0    running  2.
Before cycle  183:       ready  0      ready  0    blocked  5      ready  0    running  1.
Before cycle  184:       ready  0      ready  0    blocked  4    running  1      ready  0.
Before cycle  185:       ready  0    running  1    blocked  3    blocked  3      ready  0.
Before cycle  186:     running  1    blocked 10    blocked  2    blocked  2      ready  0.
Before cycle  187:     blocked  3    blocked  9    blocked  1    blocked  1    running  2.
Before cycle  188:     blocked  2    blocked  8      ready  0      ready  0    running  1.
Before cycle  189:     blocked  1    blocked  7    running  2      ready  0    blocked 30.
Before cycle  190:       ready  0    blocked  6    running  1      ready  0    blocked 29.
Before cycle  191:       ready  0    blocked  5      ready  0    running  1    blocked 28.
Before cycle  192:     running  2    blocked  4      ready  0    blocked  3    blocked 27.
Before cycle  193:     running  1    blocked  3      ready  0    blocked  2    blocked 26.
Before cycle  194:     blocked  6    blocked  2    running  2    blocked  1    blocked 25.
Before cycle  195:     blocked  5    blocked  1    running  1      ready  0    blocked 24.
Before cycle  196:     blocked  4      ready  0      ready  0    running  1    blocked 23.
Before cycle  197:     blocked  3    running  2      ready  0    blocked  3    blocked 22.
Before cycle  198:     blocked  2    running  1      ready  0    blocked  2    blocked 21.
Before cycle  199:     blocked  1      ready  0    running  2    blocked  1    blocked 20.
Before cycle  200:       ready  0      ready  0    running  1      ready  0    blocked 19.
Before cycle  201:       ready  0    running  1      ready  0      ready  0    blocked 18.
Before cycle  202:     running  2    blocked  6      ready  0      ready  0    blocked 17.
Before cycle  203:     running  1    blocked  5      ready  0      ready  0    blocked 16.
Before cycle  204:       ready  0    blocked  4      ready  0    running  1    blocked 15.
Before cycle  205:       ready  0    blocked  3    running  2    blocked  3    blocked 14.
Before cycle  206:       ready  0    blocked  2    running  1    blocked  2    blocked 13.
Before cycle  207:     running  1    blocked  1      ready  0    blocked  1    blocked 12.
Before cycle  208:     blocked  9      ready  0    running  2      ready  0    blocked 11.
Before cycle  209:     blocked  8      ready  0    running  1      ready  0    blocked 10.
Before cycle  210:     blocked  7    running  2      ready  0      ready  0    blocked  9.
Before cycle  211:     blocked  6    running  1      ready  0      ready  0    blocked  8.
Before cycle  212:     blocked  5      ready  0      ready  0    running  1    blocked  7.
Before cycle  213:     blocked  4      ready  0    running  2    blocked  3    blocked  6.
Before cycle  214:     blocked  3      ready  0    running  1    blocked  2    blocked  5.
Before cycle  215:     blocked  2    running  1      ready  0    blocked  1    blocked  4.
Before cycle  216:     blocked  1    blocked  6    running  2      ready  0    blocked  3.
Before cycle  217:       ready  0    blocked  5    running  1      ready  0    blocked  2.
Before cycle  218:       ready  0    blocked  4      ready  0    running  1    blocked  1.
Before cycle  219:     running  2    blocked  3      ready  0    blocked  3      ready  0.
Before cycle  220:     running  1    blocked  2      ready  0    blocked  2      ready  0.
Before cycle  221:       ready  0    blocked  1    running  2    blocked  1      ready  0.
Before cycle  222:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  223:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  224:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  225:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  226:     blocked  9    running  1      ready  0      ready  0      ready  0.
Before cycle  227:     blocked  8    blocked  2      ready  0    running  1      ready  0.
Before cycle  228:     blocked  7    blocked  1    running  2    blocked  3      ready  0.
Before cycle  229:     blocked  6      ready  0    running  1    blocked  2      ready  0.
Before cycle  230:     blocked  5      ready  0      ready  0    blocked  1    running  2.
Before cycle  231:     blocked  4      ready  0      ready  0      ready  0    running  1.
Before cycle  232:     blocked  3    running  2      ready  0      ready  0      ready  0.
Before cycle  233:     blocked  2    running  1      ready  0      ready  0      ready  0.
Before cycle  234:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  235:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  236:       ready  0      ready  0    blocked 20    running  1      ready  0.
Before cycle  237:       ready  0      ready  0    blocked 19    blocked  3    running  2.
Before cycle  238:       ready  0      ready  0    blocked 18    blocked  2    running  1.
Before cycle  239:       ready  0    running  2    blocked 17    blocked  1      ready  0.
Before cycle  240:       ready  0    running  1    blocked 16      ready  0      ready  0.
Before cycle  241:     running  2      ready  0    blocked 15      ready  0      ready  0.
Before cycle  242:     running  1      ready  0    blocked 14      ready  0      ready  0.
Before cycle  243:     blocked  6      ready  0    blocked 13      ready  0    running  2.
Before cycle  244:     blocked  5      ready  0    blocked 12      ready  0    running  1.
Before cycle  245:     blocked  4      ready  0    blocked 11    running  1      ready  0.
Before cycle  246:     blocked  3    running  2    blocked 10    blocked  3      ready  0.
Before cycle  247:     blocked  2    running  1    blocked  9    blocked  2      ready  0.
Before cycle  248:     blocked  1    blocked 12    blocked  8    blocked  1    running  2.
Before cycle  249:       ready  0    blocked 11    blocked  7      ready  0    running  1.
Before cycle  250:     running  1    blocked 10    blocked  6      ready  0      ready  0.
Before cycle  251:     blocked  3    blocked  9    blocked  5    running  1      ready  0.
Before cycle  252:     blocked  2    blocked  8    blocked  4    blocked  3    running  2.
Before cycle  253:     blocked  1    blocked  7    blocked  3    blocked  2    running  1.
Before cycle  254:     running  1    blocked  6    blocked  2    blocked  1      ready  0.
Before cycle  255:     blocked  3    blocked  5    blocked  1      ready  0    running  2.
Before cycle  256:     blocked  2    blocked  4      ready  0      ready  0    running  1.
Before cycle  257:     blocked  1    blocked  3      ready  0    running  1      ready  0.
Before cycle  258:       ready  0    blocked  2    running  2    blocked  3      ready  0.
Before cycle  259:       ready  0    blocked  1    running  1    blocked  2      ready  0.
Before cycle  260:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  261:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  262:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  263:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  264:     blocked  6    running  2      ready  0      ready  0      ready  0.
Before cycle  265:     blocked  5    running  1      ready  0      ready  0      ready  0.
Before cycle  266:     blocked  4      ready  0    running  2      ready  0      ready  0.
Before cycle  267:     blocked  3      ready  0    running  1      ready  0      ready  0.
Before cycle  268:     blocked  2      ready  0      ready  0    running  1      ready  0.
Before cycle  269:     blocked  1      ready  0      ready  0    blocked  3    running  2.
Before cycle  270:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  271:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  272:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  273:       ready  0    blocked  8    running  2      ready  0      ready  0.
Before cycle  274:       ready  0    blocked  7    running  1      ready  0      ready  0.
Before cycle  275:     running  2    blocked  6    blocked  6      ready  0      ready  0.
Before cycle  276:     running  1    blocked  5    blocked  5      ready  0      ready  0.
Before cycle  277:       ready  0    blocked  4    blocked  4      ready  0    running  2.
Before cycle  278:       ready  0    blocked  3    blocked  3      ready  0    running  1.
Before cycle  279:       ready  0    blocked  2    blocked  2    running  1      ready  0.
Before cycle  280:     running  1    blocked  1    blocked  1    blocked  3      ready  0.
Before cycle  281:     blocked  9      ready  0      ready  0    blocked  2    running  2.
Before cycle  282:     blocked  8      ready  0      ready  0    blocked  1    running  1.
Before cycle  283:     blocked  7    running  1      ready  0      ready  0      ready  0.
Before cycle  284:     blocked  6    blocked  2    running  2      ready  0      ready  0.
Before cycle  285:     blocked  5    blocked  1    running  1      ready  0      ready  0.
Before cycle  286:     blocked  4      ready  0      ready  0    running  1      ready  0.
Before cycle  287:     blocked  3      ready  0      ready  0    blocked  3    running  2.
Before cycle  288:     blocked  2      ready  0      ready  0    blocked  2    running  1.
Before cycle  289:     blocked  1    running  2      ready  0    blocked  1      ready  0.
Before cycle  290:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  291:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  292:       ready  0      ready  0    blocked  3      ready  0    running  2.
Before cycle  293:       ready  0      ready  0    blocked  2      ready  0    running  1.
Before cycle  294:     running  1      ready  0    blocked  1      ready  0      ready  0.
Before cycle  295:     blocked  3      ready  0      ready  0    running  1      ready  0.
Before cycle  296:     blocked  2    running  1      ready  0    blocked  3      ready  0.
Before cycle  297:     blocked  1    blocked  6      ready  0    blocked  2    running  2.
Before cycle  298:       ready  0    blocked  5      ready  0    blocked  1    running  1.
Before cycle  299:       ready  0    blocked  4    running  2      ready  0      ready  0.
Before cycle  300:       ready  0    blocked  3    running  1      ready  0      ready  0.
Before cycle  301:     running  1    blocked  2      ready  0      ready  0      ready  0.
Before cycle  302:     blocked  3    blocked  1      ready  0    running  1      ready  0.
Before cycle  303:     blocked  2      ready  0      ready  0    blocked  3    running  2.
Before cycle  304:     blocked  1      ready  0      ready  0    blocked  2    running  1.
Before cycle  305:       ready  0      ready  0    running  2    blocked  1      ready  0.
Before cycle  306:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  307:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  308:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  309:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  310:     blocked  3      ready  0      ready  0      ready  0    running  2.
Before cycle  311:     blocked  2      ready  0      ready  0      ready  0    running  1.
Before cycle  312:     blocked  1      ready  0      ready  0    running  1      ready  0.
Before cycle  313:       ready  0      ready  0    running  1    blocked  3      ready  0.
Before cycle  314:       ready  0    running  2    blocked  5    blocked  2      ready  0.
Before cycle  315:       ready  0    running  1    blocked  4    blocked  1      ready  0.
Before cycle  316:       ready  0      ready  0    blocked  3      ready  0    running  2.
Before cycle  317:       ready  0      ready  0    blocked  2      ready  0    running  1.
Before cycle  318:     running  2      ready  0    blocked  1      ready  0      ready  0.
Before cycle  319:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  320:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  321:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  322:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  323:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  324:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  325:       ready  0      ready  0    running  2    blocked  1      ready  0.
Before cycle  326:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  327:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  328:     blocked  9    running  2      ready  0      ready  0      ready  0.
Before cycle  329:     blocked  8    running  1      ready  0      ready  0      ready  0.
Before cycle  330:     blocked  7    blocked 16      ready  0      ready  0    running  2.
Before cycle  331:     blocked  6    blocked 15      ready  0      ready  0    running  1.
Before cycle  332:     blocked  5    blocked 14      ready  0    running  1      ready  0.
Before cycle  333:     blocked  4    blocked 13    running  2    blocked  3      ready  0.
Before cycle  334:     blocked  3    blocked 12    running  1    blocked  2      ready  0.
Before cycle  335:     blocked  2    blocked 11      ready  0    blocked  1    running  2.
Before cycle  336:     blocked  1    blocked 10      ready  0      ready  0    running  1.
Before cycle  337:       ready  0    blocked  9    running  1      ready  0      ready  0.
Before cycle  338:       ready  0    blocked  8    blocked  5    running  1      ready  0.
Before cycle  339:     running  2    blocked  7    blocked  4    blocked  3      ready  0.
Before cycle  340:     running  1    blocked  6    blocked  3    blocked  2      ready  0.
Before cycle  341:       ready  0    blocked  5    blocked  2    blocked  1    running  2.
Before cycle  342:       ready  0    blocked  4    blocked  1      ready  0    running  1.
Before cycle  343:     running  1    blocked  3      ready  0      ready  0      ready  0.
Before cycle  344:     blocked  9    blocked  2      ready  0    running  1      ready  0.
Before cycle  345:     blocked  8    blocked  1    running  2    blocked  3      ready  0.
Before cycle  346:     blocked  7      ready  0    running  1    blocked  2      ready  0.
Before cycle  347:     blocked  6      ready  0      ready  0    blocked  1    running  2.
Before cycle  348:     blocked  5      ready  0      ready  0      ready  0    running  1.
Before cycle  349:     blocked  4    running  2      ready  0      ready  0      ready  0.
Before cycle  350:     blocked  3    running  1      ready  0      ready  0      ready  0.
Before cycle  351:     blocked  2      ready  0    running  2      ready  0      ready  0.
Before cycle  352:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  353:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  354:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  355:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  356:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  357:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  358:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  359:     blocked  3      ready  0    running  2      ready  0      ready  0.
Before cycle  360:     blocked  2      ready  0    running  1      ready  0      ready  0.
Before cycle  361:     blocked  1      ready  0      ready  0      ready  0    running  2.
Before cycle  362:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  363:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  364:       ready  0    running  2      ready  0    blocked  3      ready  0.
Before cycle  365:       ready  0    running  1      ready  0    blocked  2      ready  0.
Before cycle  366:       ready  0      ready  0    running  2    blocked  1      ready  0.
Before cycle  367:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  368:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  369:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  370:     blocked  6      ready  0      ready  0      ready  0    running  2.
Before cycle  371:     blocked  5      ready  0      ready  0      ready  0    running  1.
Before cycle  372:     blocked  4    running  1      ready  0      ready  0      ready  0.
